Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1189833,10/04/2021,West,California,Los Angeles,Women's Athletic Footwear,45,525,"236,250",82688.00,35%,Outlet
Kohl's,1189833,11/04/2021,West,California,Los Angeles,Men's Apparel,50,425,"212,500",116875.00,55%,Outlet
Kohl's,1189833,12/04/2021,West,California,Los Angeles,Women's Apparel,65,600,"390,000",78000.00,20%,Outlet
Kohl's,1189833,13/04/2021,West,California,Los Angeles,Men's Street Footwear,45,800,"360,000",144000.00,40%,Outlet
Kohl's,1189833,14/04/2021,West,California,Los Angeles,Men's Athletic Footwear,50,650,"325,000",81250.00,25%,Outlet
Kohl's,1189833,15/04/2021,West,California,Los Angeles,Women's Street Footwear,50,650,"325,000",130000.00,40%,Outlet
Kohl's,1189833,16/04/2021,West,California,Los Angeles,Women's Athletic Footwear,45,550,"247,500",86625.00,35%,Outlet
Kohl's,1189833,17/04/2021,West,California,Los Angeles,Men's Apparel,50,450,"225,000",123750.00,55%,Outlet
Kohl's,1189833,18/04/2021,West,California,Los Angeles,Women's Apparel,65,625,"406,250",81250.00,20%,Outlet
Kohl's,1189833,19/04/2021,West,California,Los Angeles,Men's Street Footwear,45,900,"405,000",162000.00,40%,Outlet
Kohl's,1189833,20/04/2021,West,California,Los Angeles,Men's Athletic Footwear,50,750,"375,000",93750.00,25%,Outlet
Kohl's,1189833,21/04/2021,West,California,Los Angeles,Women's Street Footwear,50,750,"375,000",150000.00,40%,Outlet
Kohl's,1189833,22/04/2021,West,California,Los Angeles,Women's Athletic Footwear,45,625,"281,250",98438.00,35%,Outlet
Kohl's,1189833,23/04/2021,West,California,Los Angeles,Men's Apparel,50,500,"250,000",137500.00,55%,Outlet
Kohl's,1189833,24/04/2021,West,California,Los Angeles,Women's Apparel,65,800,"520,000",104000.00,20%,Outlet
Kohl's,1189833,25/04/2021,West,California,Los Angeles,Men's Street Footwear,45,950,"427,500",171000.00,40%,Outlet
Kohl's,1189833,26/04/2021,West,California,Los Angeles,Men's Athletic Footwear,50,800,"400,000",100000.00,25%,Outlet
Kohl's,1189833,27/04/2021,West,California,Los Angeles,Women's Street Footwear,50,750,"375,000",150000.00,40%,Outlet
Kohl's,1189833,28/04/2021,West,California,Los Angeles,Women's Athletic Footwear,45,650,"292,500",102375.00,35%,Outlet
Kohl's,1189833,29/04/2021,West,California,Los Angeles,Men's Apparel,50,700,"350,000",192500.00,55%,Outlet
Kohl's,1189833,30/04/2021,West,California,Los Angeles,Women's Apparel,65,700,"455,000",91000.00,20%,Outlet
Kohl's,1189833,01/05/2021,West,California,Los Angeles,Men's Street Footwear,50,900,"450,000",180000.00,40%,Outlet
Kohl's,1189833,02/05/2021,West,California,Los Angeles,Men's Athletic Footwear,55,850,"467,500",116875.00,25%,Outlet
Kohl's,1189833,03/05/2021,West,California,Los Angeles,Women's Street Footwear,50,725,"362,500",145000.00,40%,Outlet
Kohl's,1189833,04/05/2021,West,California,Los Angeles,Women's Athletic Footwear,50,675,"337,500",118125.00,35%,Outlet
Kohl's,1189833,05/05/2021,West,California,Los Angeles,Men's Apparel,60,675,"405,000",222750.00,55%,Outlet
Kohl's,1189833,06/05/2021,West,California,Los Angeles,Women's Apparel,65,650,"422,500",84500.00,20%,Outlet
Kohl's,1189833,07/05/2021,West,California,Los Angeles,Men's Street Footwear,50,850,"425,000",170000.00,40%,Outlet
Kohl's,1189833,08/05/2021,West,California,Los Angeles,Men's Athletic Footwear,55,850,"467,500",116875.00,25%,Outlet
Kohl's,1189833,09/05/2021,West,California,Los Angeles,Women's Street Footwear,50,700,"350,000",140000.00,40%,Outlet
Kohl's,1189833,10/05/2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,"325,000",113750.00,35%,Outlet
Kohl's,1189833,11/05/2021,West,California,Los Angeles,Men's Apparel,60,650,"390,000",214500.00,55%,Outlet
Kohl's,1189833,12/05/2021,West,California,Los Angeles,Women's Apparel,65,700,"455,000",91000.00,20%,Outlet
Kohl's,1189833,13/05/2021,West,California,Los Angeles,Men's Street Footwear,50,800,"400,000",160000.00,40%,Outlet
Kohl's,1189833,14/05/2021,West,California,Los Angeles,Men's Athletic Footwear,55,800,"440,000",110000.00,25%,Outlet
Kohl's,1189833,15/05/2021,West,California,Los Angeles,Women's Street Footwear,50,650,"325,000",130000.00,40%,Outlet
Kohl's,1189833,16/05/2021,West,California,Los Angeles,Women's Athletic Footwear,50,625,"312,500",109375.00,35%,Outlet
Kohl's,1189833,17/05/2021,West,California,Los Angeles,Men's Apparel,60,600,"360,000",198000.00,55%,Outlet
Kohl's,1189833,18/05/2021,West,California,Los Angeles,Women's Apparel,65,650,"422,500",84500.00,20%,Outlet
Kohl's,1189833,19/05/2021,West,California,Los Angeles,Men's Street Footwear,50,825,"412,500",165000.00,40%,Outlet
Kohl's,1189833,20/05/2021,West,California,Los Angeles,Men's Athletic Footwear,55,825,"453,750",113438.00,25%,Outlet
Kohl's,1189833,21/05/2021,West,California,Los Angeles,Women's Street Footwear,50,675,"337,500",135000.00,40%,Outlet
Kohl's,1189833,22/05/2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,"325,000",113750.00,35%,Outlet
Kohl's,1189833,23/05/2021,West,California,Los Angeles,Men's Apparel,60,600,"360,000",198000.00,55%,Outlet
Kohl's,1189833,24/05/2021,West,California,Los Angeles,Women's Apparel,65,700,"455,000",91000.00,20%,Outlet
Kohl's,1189833,25/05/2021,West,California,Los Angeles,Men's Street Footwear,50,900,"450,000",180000.00,40%,Outlet
Kohl's,1189833,26/05/2021,West,California,Los Angeles,Men's Athletic Footwear,55,900,"495,000",123750.00,25%,Outlet
Kohl's,1189833,27/05/2021,West,California,Los Angeles,Women's Street Footwear,50,700,"350,000",140000.00,40%,Outlet
Kohl's,1189833,28/05/2021,West,California,Los Angeles,Women's Athletic Footwear,50,700,"350,000",122500.00,35%,Outlet
Kohl's,1189833,29/05/2021,West,California,Los Angeles,Men's Apparel,60,625,"375,000",206250.00,55%,Outlet
Kohl's,1189833,30/05/2021,West,California,Los Angeles,Women's Apparel,65,725,"471,250",94250.00,20%,Outlet
Foot Locker,1185732,31/05/2021,West,California,Los Angeles,Men's Street Footwear,45,475,"213,750",85500.00,40%,Outlet
Foot Locker,1185732,01/06/2021,West,California,Los Angeles,Men's Athletic Footwear,45,275,"123,750",43313.00,35%,Outlet
Foot Locker,1185732,02/06/2021,West,California,Los Angeles,Women's Street Footwear,35,275,"96,250",33688.00,35%,Outlet
Foot Locker,1185732,03/06/2021,West,California,Los Angeles,Women's Athletic Footwear,40,125,"50,000",20000.00,40%,Outlet
Foot Locker,1185732,04/06/2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,"96,250",33688.00,35%,Outlet
Foot Locker,1185732,05/06/2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,"123,750",61875.00,50%,Outlet
Foot Locker,1185732,06/06/2021,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,"236,250",94500.00,40%,Outlet
Foot Locker,1185732,07/06/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,"78,750",27563.00,35%,Outlet
Foot Locker,1185732,08/06/2021,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,"78,750",27563.00,35%,Outlet
Foot Locker,1185732,09/06/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,"40,000",16000.00,40%,Outlet
Foot Locker,1185732,10/06/2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,"96,250",33688.00,35%,Outlet
Foot Locker,1185732,11/06/2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,"123,750",61875.00,50%,Outlet
Foot Locker,1185732,12/06/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,"247,500",99000.00,40%,Outlet
Foot Locker,1185732,13/06/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,200,"100,000",35000.00,35%,Outlet
Foot Locker,1185732,14/06/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,"90,000",31500.00,35%,Outlet
Foot Locker,1185732,15/06/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,"33,750",13500.00,40%,Outlet
Foot Locker,1185732,16/06/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,"75,000",26250.00,35%,Outlet
Foot Locker,1185732,17/06/2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,"112,500",56250.00,50%,Outlet
Foot Locker,1185732,18/06/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,450,"225,000",90000.00,40%,Outlet
Foot Locker,1185732,19/06/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,150,"75,000",26250.00,35%,Outlet
Foot Locker,1185732,20/06/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,150,"60,000",21000.00,35%,Outlet
Foot Locker,1185732,21/06/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,"33,750",13500.00,40%,Outlet
Foot Locker,1185732,22/06/2021,Midwest,Illinois,Chicago,Men's Apparel,60,100,"60,000",21000.00,35%,Outlet
Foot Locker,1185732,23/06/2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,"112,500",56250.00,50%,Outlet
Foot Locker,1185732,24/06/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,495,"297,000",118800.00,40%,Outlet
Foot Locker,1185732,25/06/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55,200,"110,000",38500.00,35%,Outlet
Foot Locker,1185732,26/06/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,"87,500",30625.00,35%,Outlet
Foot Locker,1185732,27/06/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,100,"50,000",20000.00,40%,Outlet
Foot Locker,1185732,28/06/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,"75,000",26250.00,35%,Outlet
Foot Locker,1185732,29/06/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,"162,500",81250.00,50%,Outlet
Foot Locker,1185732,30/06/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,"250,000",100000.00,40%,Outlet
Foot Locker,1185732,01/07/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,250,"112,500",39375.00,35%,Outlet
Foot Locker,1185732,02/07/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,"80,000",28000.00,35%,Outlet
Foot Locker,1185732,03/07/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,"70,000",28000.00,40%,Outlet
Foot Locker,1185732,04/07/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,"87,500",30625.00,35%,Outlet
Foot Locker,1185732,05/07/2021,Midwest,Illinois,Chicago,Women's Apparel,55,350,"192,500",96250.00,50%,Outlet
Foot Locker,1185732,06/07/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,"287,500",115000.00,40%,Outlet
Foot Locker,1185732,07/07/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,"146,250",51188.00,35%,Outlet
Foot Locker,1185732,08/07/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,"100,000",35000.00,35%,Outlet
Foot Locker,1185732,09/07/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,"80,000",32000.00,40%,Outlet
Foot Locker,1185732,10/07/2021,Midwest,Illinois,Chicago,Men's Apparel,50,225,"112,500",39375.00,35%,Outlet
Foot Locker,1185732,11/07/2021,Midwest,Illinois,Chicago,Women's Apparel,55,400,"220,000",110000.00,50%,Outlet
Foot Locker,1185732,12/07/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,550,"275,000",110000.00,40%,Outlet
Foot Locker,1185732,13/07/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,"146,250",51188.00,35%,Outlet
Foot Locker,1185732,14/07/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,"100,000",35000.00,35%,Outlet
Foot Locker,1185732,15/07/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,"90,000",36000.00,40%,Outlet
Foot Locker,1185732,16/07/2021,Midwest,Illinois,Chicago,Men's Apparel,50,200,"100,000",35000.00,35%,Outlet
Foot Locker,1185732,17/07/2021,Midwest,Illinois,Chicago,Women's Apparel,55,375,"206,250",103125.00,50%,Outlet
Foot Locker,1185732,18/07/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,"250,000",100000.00,40%,Outlet
Foot Locker,1185732,19/07/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,300,"135,000",47250.00,35%,Outlet
Foot Locker,1185732,20/07/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,"80,000",28000.00,35%,Outlet
Foot Locker,1185732,21/07/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,"70,000",28000.00,40%,Outlet
Foot Locker,1185732,22/07/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,"87,500",30625.00,35%,Outlet
Foot Locker,1185732,23/07/2021,Midwest,Illinois,Chicago,Women's Apparel,55,250,"137,500",68750.00,50%,Outlet
Foot Locker,1185732,24/07/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,"255,000",102000.00,40%,Outlet
Foot Locker,1185732,25/07/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,"125,000",43750.00,35%,Outlet
Foot Locker,1185732,26/07/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,150,"75,000",26250.00,35%,Outlet
Foot Locker,1185732,27/07/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,125,"62,500",25000.00,40%,Outlet
Foot Locker,1185732,28/07/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,"75,000",26250.00,35%,Outlet
Foot Locker,1185732,29/07/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,"162,500",81250.00,50%,Outlet
Foot Locker,1185732,30/07/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,400,"240,000",96000.00,40%,Outlet
Foot Locker,1185732,31/07/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,"125,000",43750.00,35%,Outlet
Foot Locker,1185732,01/08/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,195,"97,500",34125.00,35%,Outlet
Foot Locker,1185732,02/08/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,"87,500",35000.00,40%,Outlet
Foot Locker,1185732,03/08/2021,Midwest,Illinois,Chicago,Men's Apparel,60,150,"90,000",31500.00,35%,Outlet
Foot Locker,1185732,04/08/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,"162,500",81250.00,50%,Outlet
Foot Locker,1185732,05/08/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,"300,000",120000.00,40%,Outlet
Foot Locker,1185732,06/08/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,300,"150,000",52500.00,35%,Outlet
Foot Locker,1185732,07/08/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,250,"125,000",43750.00,35%,Outlet
Foot Locker,1185732,08/08/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,200,"100,000",40000.00,40%,Outlet
Foot Locker,1185732,09/08/2021,Midwest,Illinois,Chicago,Men's Apparel,60,200,"120,000",42000.00,35%,Outlet
Foot Locker,1185732,10/08/2021,Midwest,Illinois,Chicago,Women's Apparel,65,300,"195,000",97500.00,50%,Outlet
Sports Direct,1197831,11/08/2021,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,"145,000",43500.00,30%,Outlet
Sports Direct,1197831,12/08/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,725,"217,500",65250.00,30%,Outlet
Sports Direct,1197831,13/08/2021,Midwest,Illinois,Chicago,Women's Street Footwear,30,525,"157,500",47250.00,30%,Outlet
Sports Direct,1197831,14/08/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35,525,"183,750",73500.00,40%,Outlet
Sports Direct,1197831,15/08/2021,South,Texas,Dallas,Men's Apparel,40,375,"150,000",37500.00,25%,Outlet
Sports Direct,1197831,16/08/2021,South,Texas,Dallas,Women's Apparel,35,525,"183,750",82688.00,45%,Outlet
Sports Direct,1197831,17/08/2021,South,Texas,Dallas,Men's Street Footwear,25,675,"168,750",50625.00,30%,Outlet
Sports Direct,1197831,18/08/2021,South,Texas,Dallas,Men's Athletic Footwear,35,650,"227,500",68250.00,30%,Outlet
Sports Direct,1197831,19/08/2021,South,Texas,Dallas,Women's Street Footwear,35,475,"166,250",49875.00,30%,Outlet
Sports Direct,1197831,20/08/2021,South,Texas,Dallas,Women's Athletic Footwear,35,425,"148,750",59500.00,40%,Outlet
Sports Direct,1197831,21/08/2021,South,Texas,Dallas,Men's Apparel,40,300,"120,000",30000.00,25%,Outlet
Sports Direct,1197831,22/08/2021,South,Texas,Dallas,Women's Apparel,35,500,"175,000",78750.00,45%,Outlet
Sports Direct,1197831,23/08/2021,South,Texas,Dallas,Men's Street Footwear,30,675,"202,500",70875.00,35%,Outlet
Sports Direct,1197831,24/08/2021,South,Texas,Dallas,Men's Athletic Footwear,40,675,"270,000",94500.00,35%,Outlet
Sports Direct,1197831,25/08/2021,South,Texas,Dallas,Women's Street Footwear,30,500,"150,000",52500.00,35%,Outlet
Sports Direct,1197831,26/08/2021,South,Texas,Dallas,Women's Athletic Footwear,35,400,"140,000",63000.00,45%,Outlet
Sports Direct,1197831,27/08/2021,South,Texas,Dallas,Men's Apparel,40,300,"120,000",36000.00,30%,Outlet
Sports Direct,1197831,28/08/2021,South,Texas,Dallas,Women's Apparel,35,450,"157,500",78750.00,50%,Outlet
Sports Direct,1197831,29/08/2021,South,Texas,Dallas,Men's Street Footwear,20,700,"140,000",49000.00,35%,Outlet
Sports Direct,1197831,30/08/2021,South,Texas,Dallas,Men's Athletic Footwear,30,700,"210,000",73500.00,35%,Outlet
Sports Direct,1197831,31/08/2021,South,Texas,Dallas,Women's Street Footwear,25,525,"131,250",45938.00,35%,Outlet
Sports Direct,1197831,01/09/2021,South,Texas,Dallas,Women's Athletic Footwear,30,425,"127,500",57375.00,45%,Outlet
Sports Direct,1197831,02/09/2021,South,Texas,Dallas,Men's Apparel,35,325,"113,750",34125.00,30%,Outlet
Sports Direct,1197831,03/09/2021,South,Texas,Dallas,Women's Apparel,30,600,"180,000",90000.00,50%,Outlet
Sports Direct,1197831,04/09/2021,South,Texas,Dallas,Men's Street Footwear,20,750,"150,000",52500.00,35%,Outlet
Sports Direct,1197831,05/09/2021,South,Texas,Dallas,Men's Athletic Footwear,30,775,"232,500",81375.00,35%,Outlet
Sports Direct,1197831,06/09/2021,South,Texas,Dallas,Women's Street Footwear,25,625,"156,250",54688.00,35%,Outlet
Sports Direct,1197831,07/09/2021,South,Texas,Dallas,Women's Athletic Footwear,35,550,"192,500",86625.00,45%,Outlet
Sports Direct,1197831,08/09/2021,South,Texas,Dallas,Men's Apparel,50,450,"225,000",67500.00,30%,Outlet
Sports Direct,1197831,09/09/2021,South,Texas,Dallas,Women's Apparel,45,800,"360,000",180000.00,50%,Outlet
Sports Direct,1197831,10/09/2021,South,Texas,Dallas,Men's Street Footwear,45,800,"360,000",126000.00,35%,Outlet
Sports Direct,1197831,11/09/2021,South,Texas,Dallas,Men's Athletic Footwear,50,800,"400,000",140000.00,35%,Outlet
Sports Direct,1197831,12/09/2021,South,Texas,Dallas,Women's Street Footwear,45,650,"292,500",102375.00,35%,Outlet
Sports Direct,1197831,13/09/2021,South,Texas,Dallas,Women's Athletic Footwear,45,600,"270,000",121500.00,45%,Outlet
Sports Direct,1197831,14/09/2021,South,Texas,Dallas,Men's Apparel,50,500,"250,000",75000.00,30%,Outlet
